,id,Tanggal_Order,Waktu_Pesan,Nama_Pemesan,No_Resi,Produk,Kategori,Jumlah_Pesanan,Harga,Diskon,Total_Harga,Profit,Kota_Pengiriman - Media Pemesanan,Admin_Proses,Ekspedisi,Rating
564,565,2018/03/23,20:19:20,Aileen Jeannon,21695-354,Oversized T-Shirt,,10.0,,,,,Bandung - Instagram,Elon,Wahana,4.0
565,566,2018/03/08,12:44:59,Karla Nissle,55648-780,Parka Jackets,,19.0,,,,,Bali - Tiktok,Nami,JNE,3.0
566,567,2018/03/15,8:08:40,Bendite Wilhelmy,65909-089,T-Shirt,,10.0,,28.0,,,Semarang - Lazada,Mark,POS Indonesia,4.0
567,568,2018/03/08,22:01:12,Mikol Mayell,15127-955,Oversized T-Shirt,,16.0,,,,,,Wanokuni,SiCepat,4.0
568,569,2018/03/23,15:47:39,Kahaleel Brain,0409-7730,Oversized T-Shirt,,20.0,,14.0,,,Bali - Instagram,Abraham,JNE,5.0
569,570,2018/03/30,19:41:19,Gennie Newson,67296-0522,Parka Jackets,,12.0,,8.0,,,Semarang - Tiktok,Jeff,JNE,2.0
570,571,2018/03/05,7:24:26,Aviva Risom,0173-0848,Oversized T-Shirt,,1.0,,,,,Semarang - Tokopedia,Wanokuni,Shopee Express,4.0
571,572,2018/03/10,2:25:56,Flory Humm,36987-2490,Parka Jackets,,10.0,,28.0,,,Bandung - Shopee,Jeff,Tiki,1.0
572,573,2018/03/09,18:04:11,Oralla Gales,67345-0611,Oversized T-Shirt,,7.0,,,,,Tangerang - Lazada,Mark,Wahana,4.0
573,574,2018/03/04,12:34:49,Norby Zywicki,65044-1020,Oversized T-Shirt,,18.0,,,,,Depok - Whatsapp,Mark,Shopee Express,5.0
574,575,2018/03/18,9:40:37,Carina Nund,42254-165,Topi,,4.0,,7.0,,,Tangerang - FB Marketplace,Mark,POS Indonesia,4.0
575,576,2018/03/07,14:45:13,Roby Learoyd,0143-1202,Oversized T-Shirt,,13.0,,21.0,,,Bogor - Tiktok,Nami,Wahana,2.0
576,577,2018/03/27,7:46:47,Danya Theuss,68084-585,T-Shirt,,15.0,,,,,,Abraham,POS Indonesia,2.0
577,578,2018/03/23,22:02:35,Corrinne Scargill,65342-2030,Oversized T-Shirt,,22.0,,5.0,,,Depok - Tiktok,Rizal,SiCepat,3.0
578,579,2018/03/04,19:55:59,Zondra Dowsett,52667-004,Sweater,,18.0,,,,,Yogyakarta - Tiktok,Elon,JNE,4.0
579,580,2018/03/19,1:36:08,Cob Sinnocke,76466-010,,,1.0,,30.0,,,Jakarta - Website,Rizal,Wahana,2.0
580,581,2018/03/26,2:05:59,Cathrin Beaston,68016-193,Cargo Pants,,8.0,,16.0,,,Jakarta - Whatsapp,Elon,,1.0
581,582,2018/03/14,2:07:01,Diarmid Chaffey,64525-0555,Oversized T-Shirt,,,,11.0,,,Bali - Shopee,Wanokuni,Wahana,3.0
582,583,2018/03/11,4:50:53,Minnnie Bysshe,0591-3221,T-Shirt,,,,9.0,,,Tangerang - FB Marketplace,Nami,SiCepat,3.0
583,584,2018/03/29,9:02:15,Tome Halkyard,0378-3066,Parka Jackets,,8.0,,18.0,,,Bandung - FB Marketplace,Abraham,Shopee Express,1.0
584,585,2018/03/30,22:15:51,Lissa Gabala,55910-129,T-Shirt,,25.0,,,,,Bali - Tokopedia,Elon,,
585,586,2018/03/17,14:00:37,Jenn Scothern,50436-3129,Oversized T-Shirt,,7.0,,32.0,,,Bandung - Instagram,Nami,,4.0
586,587,2018/03/11,15:43:15,Jonathon Stroton,44224-2000,T-Shirt,,18.0,,5.0,,,Jakarta - Tiktok,Elon,Wahana,3.0
587,588,2018/03/02,18:26:47,Brianne Dyerson,41190-208,T-Shirt,,5.0,,5.0,,,Tangerang - Lazada,Nami,Wahana,3.0
588,589,2018/03/09,0:22:57,Hayes Skamell,36987-1551,Oversized T-Shirt,,12.0,,8.0,,,Tangerang - Lazada,Rizal,JNT,3.0
589,590,2018/03/14,9:33:42,Linnet Gullivan,62175-313,Sweater,,19.0,,34.0,,,Bogor - Whatsapp,Nami,JNE,1.0
590,591,2018/03/10,10:27:02,Weston Tedorenko,67457-268,Mug,,25.0,,26.0,,,Depok - Shopee,Mark,JNE,5.0
591,592,2018/03/24,10:26:32,Maggie Ayliffe,54569-4586,Cargo Pants,,17.0,,21.0,,,Yogyakarta - Tokopedia,Elon,JNT,4.0
592,593,2018/03/10,17:45:27,Reynard Chrstine,0378-5050,Sweater,,18.0,,28.0,,,Bogor - Shopee,Mark,Tiki,5.0
593,594,2018/03/20,22:07:46,Cob Sinnocke,19515-894,Mug,,11.0,,,,,Bali - Whatsapp,Mark,Wahana,4.0
594,595,2018/03/12,12:59:46,Caitlin Breit,35356-049,T-Shirt,,10.0,,,,,Tangerang - Whatsapp,Elon,JNT,3.0
595,596,2018/03/13,21:03:30,Marion Lenihan,50988-297,Sweater,,5.0,,,,,Semarang - FB Marketplace,Jeff,JNT,1.0
596,597,2018/03/05,11:08:01,Marylou Rockall,44183-180,Oversized T-Shirt,,14.0,,,,,Jakarta - Website,Mark,JNE,5.0
597,598,2018/03/27,14:48:34,Norby Zywicki,0603-4467,Oversized T-Shirt,,1.0,,34.0,,,Tangerang - Lazada,Jeff,Shopee Express,3.0
598,599,2018/03/02,23:08:30,Carlye Graeser,76485-1045,T-Shirt,,5.0,,33.0,,,Jakarta - FB Marketplace,Abraham,JNT,2.0
599,600,2018/03/11,8:53:22,Cob Sinnocke,76214-042,Topi,,11.0,,8.0,,,Bandung - Tokopedia,Rizal,JNT,4.0
600,601,2018/03/06,15:25:08,Emanuele Chicchelli,49288-0088,Parka Jackets,,23.0,,,,,Bandung - Lazada,Wanokuni,JNE,5.0
601,602,2018/03/11,4:06:08,Keslie McCurrie,68428-031,Cargo Pants,,1.0,,,,,,Abraham,JNE,5.0
602,603,2018/03/05,18:58:51,Manon Barnwall,51531-7502,Sweater,,15.0,,,,,Yogyakarta - Shopee,Jeff,Tiki,1.0
603,604,2018/03/25,5:03:08,Betsey Slatford,60512-6350,Cargo Pants,,11.0,,,,,,Wanokuni,JNT,2.0
604,605,2018/03/02,7:15:52,Donavon Didball,68645-220,Parka Jackets,,19.0,,20.0,,,Bogor - FB Marketplace,Nami,JNT,2.0
605,606,2018/03/13,7:11:35,Rosene Bryce,76439-121,Parka Jackets,,9.0,,21.0,,,Semarang - Tiktok,Elon,SiCepat,4.0
606,607,2018/03/22,8:36:13,Christiana Clemow,64117-177,Sweater,,1.0,,15.0,,,Depok - Shopee,Mark,Tiki,5.0
607,608,2018/03/29,10:57:01,Leonelle Elsdon,21130-049,T-Shirt,,16.0,,24.0,,,Bogor - Whatsapp,Mark,JNE,5.0
608,609,2018/03/17,21:00:02,Dorothy Melton,0703-5145,Parka Jackets,,11.0,,,,,Bali - Website,Abraham,Wahana,4.0
609,610,2018/03/19,8:25:23,Ellie Klimt,0268-0934,Sweater,,5.0,,,,,Semarang - Website,Wanokuni,SiCepat,3.0
610,611,2018/03/26,0:19:22,Portia Wybern,55312-982,Parka Jackets,,3.0,,,,,Depok - Tiktok,Abraham,,4.0
611,612,2018/03/09,18:30:01,Eduino Moxted,63739-047,T-Shirt,,25.0,,,,,Depok - Lazada,Rizal,Tiki,1.0
612,613,2018/03/01,19:57:27,Olav Summers,17156-611,T-Shirt,,24.0,,,,,Bali - Shopee,Mark,JNE,2.0
613,614,2018/03/11,9:31:59,Rickard Deeny,48951-7090,Parka Jackets,,,,,,,Bandung - Tiktok,Wanokuni,JNE,1.0
614,615,2018/03/20,14:13:33,Stacy Piechnik,54973-6020,Parka Jackets,,4.0,,,,,Yogyakarta - Lazada,Rizal,Tiki,1.0
615,616,2018/03/04,2:19:07,Kain Morrant,67938-2019,,,17.0,,25.0,,,Bogor - FB Marketplace,Wanokuni,Shopee Express,5.0
616,617,2018/03/04,20:03:51,Bear Brayfield,61314-227,Mug,,12.0,,,,,Jakarta - FB Marketplace,Abraham,Wahana,3.0
617,618,2018/03/09,12:18:50,Trefor Pady,0363-0420,,,2.0,,18.0,,,Bali - Shopee,Rizal,Shopee Express,1.0
618,619,2018/03/01,22:17:03,Ainslie Scothorn,0573-0170,Parka Jackets,,24.0,,15.0,,,Yogyakarta - Lazada,Jeff,SiCepat,4.0
619,620,2018/03/23,1:10:11,Dusty Warn,37205-695,Oversized T-Shirt,,25.0,,,,,Bali - Tiktok,Mark,JNT,4.0
620,621,2018/03/24,23:25:45,Garik Tomaszek,0268-6103,T-Shirt,,2.0,,,,,Bandung - Website,Mark,JNE,4.0
621,622,2018/03/20,23:17:23,Brendin Barkess,0268-1191,,,10.0,,22.0,,,Depok - Tokopedia,Rizal,Shopee Express,2.0
622,623,2018/03/12,18:20:06,Humfrey Boreland,49348-268,Oversized T-Shirt,,2.0,,,,,,Elon,SiCepat,
623,624,2018/03/20,4:56:38,Claudio Cossey,57627-101,T-Shirt,,10.0,,,,,Depok - FB Marketplace,Jeff,JNT,1.0
624,625,2018/03/28,21:05:48,Verney Jacobovitz,50988-283,Sweater,,22.0,,8.0,,,Bali - Shopee,Abraham,,4.0
625,626,2018/03/03,10:11:12,Pacorro Kervin,0597-0186,Mug,,16.0,,,,,Yogyakarta - Instagram,Rizal,POS Indonesia,4.0
626,627,2018/03/05,2:25:57,Klarika Birdwistle,64141-019,Cargo Pants,,10.0,,,,,,Elon,Shopee Express,5.0
627,628,2018/03/13,16:11:05,Annice Gurnay,50536-102,T-Shirt,,24.0,,25.0,,,Semarang - Tokopedia,Jeff,,3.0
628,629,2018/03/02,14:34:34,Leonie Organer,10967-584,T-Shirt,,9.0,,19.0,,,Jakarta - Tokopedia,Abraham,JNE,3.0
629,630,2018/03/02,23:49:00,Aileen Jeannon,0603-4023,Oversized T-Shirt,,16.0,,11.0,,,Depok - Lazada,Rizal,JNE,2.0
630,631,2018/03/30,5:04:48,Cob Sinnocke,0172-5413,Topi,,11.0,,5.0,,,Bogor - Shopee,Nami,Wahana,3.0
631,632,2018/03/14,23:32:15,Arch Giorgielli,11822-0426,Topi,,,,,,,Bali - FB Marketplace,Rizal,Wahana,5.0
632,633,2018/03/02,0:40:59,Franny Sprowell,0268-0914,Oversized T-Shirt,,8.0,,16.0,,,Bogor - FB Marketplace,Abraham,,3.0
633,634,2018/03/11,20:51:37,Georg Ladbrooke,21695-316,T-Shirt,,9.0,,,,,Semarang - Instagram,Jeff,SiCepat,1.0
634,635,2018/03/09,4:30:12,Brena Pietz,49288-0118,Oversized T-Shirt,,8.0,,,,,Yogyakarta - Tokopedia,Wanokuni,JNT,5.0
635,636,2018/03/21,12:22:52,Hayes Skamell,51672-4004,T-Shirt,,14.0,,,,,Yogyakarta - Whatsapp,Wanokuni,Wahana,5.0
636,637,2018/03/09,1:43:53,Larisa Island,63323-924,Mug,,20.0,,27.0,,,Bali - Shopee,Mark,POS Indonesia,2.0
637,638,2018/03/04,7:14:40,Eddie Stannion,57520-0436,T-Shirt,,23.0,,16.0,,,Bogor - Whatsapp,Wanokuni,POS Indonesia,3.0
638,639,2018/03/02,22:30:24,Mommy Tuite,58668-4541,Cargo Pants,,6.0,,12.0,,,Semarang - Whatsapp,Wanokuni,POS Indonesia,2.0
639,640,2018/03/16,8:12:16,Carlye Graeser,17630-2025,Sweater,,10.0,,33.0,,,Bandung - Tiktok,Nami,JNT,3.0
640,641,2018/03/15,3:16:44,Alysia Tomaszkiewicz,0591-3964,T-Shirt,,20.0,,,,,Tangerang - Website,Elon,Tiki,
641,642,2018/03/17,21:35:54,Cathie Brimelow,0591-5708,T-Shirt,,11.0,,,,,Jakarta - Shopee,Wanokuni,POS Indonesia,5.0
642,643,2018/03/05,5:13:15,Valenka Paule,55319-450,Topi,,25.0,,,,,Jakarta - Instagram,Rizal,,3.0
643,644,2018/03/07,4:28:04,Kile Artist,48769-112,Sweater,,11.0,,,,,Yogyakarta - Lazada,Elon,POS Indonesia,3.0
644,645,2018/03/03,13:05:34,Tabby Dockree,15127-598,Parka Jackets,,24.0,,,,,Yogyakarta - FB Marketplace,Abraham,JNT,2.0
645,646,2018/03/22,19:53:51,Ebonee Nelane,58484-200,T-Shirt,,1.0,,9.0,,,Jakarta - Tokopedia,Rizal,Wahana,4.0
646,647,2018/03/10,15:18:34,Jerry Antram,0832-1024,Parka Jackets,,14.0,,,,,Bali - Tokopedia,Wanokuni,Tiki,3.0
647,648,2018/03/18,17:09:51,Babb Nolleau,0703-7221,T-Shirt,,3.0,,17.0,,,Bali - Tokopedia,Abraham,JNT,4.0
648,649,2018/03/18,1:37:52,Brendin Barkess,16571-013,T-Shirt,,16.0,,,,,Bandung - Lazada,Elon,SiCepat,2.0
649,650,2018/03/15,23:03:16,Kakalina Bassano,0093-7180,Parka Jackets,,8.0,,,,,Semarang - Website,Rizal,POS Indonesia,2.0
650,651,2018/03/11,19:25:13,Far Harrhy,21695-408,Sweater,,15.0,,,,,Bandung - Lazada,Rizal,JNE,3.0
651,652,2018/03/14,2:28:38,Natala Quadrio,50952-009,Oversized T-Shirt,,5.0,,18.0,,,Tangerang - Instagram,Jeff,POS Indonesia,1.0
652,653,2018/03/11,19:58:15,Roby Learoyd,36987-2586,Parka Jackets,,12.0,,,,,Bandung - Lazada,Rizal,Wahana,2.0
653,654,2018/03/07,20:13:44,Novelia Gilders,54868-5708,Oversized T-Shirt,,3.0,,16.0,,,Bandung - Tokopedia,Mark,,5.0
654,655,2018/03/29,16:01:12,Shanie Persian,21130-311,Cargo Pants,,8.0,,,,,Bogor - Tokopedia,Elon,JNT,1.0
655,656,2018/03/24,0:43:18,Georas Witt,33992-1415,Sweater,,19.0,,27.0,,,Bandung - Lazada,Mark,Tiki,2.0
656,657,2018/03/24,14:23:37,Dorice Jarman,68391-544,T-Shirt,,10.0,,23.0,,,,Mark,JNT,4.0
657,658,2018/03/12,0:12:16,Sella Leist,64141-001,T-Shirt,,4.0,,28.0,,,Bandung - Tokopedia,Mark,Wahana,4.0
658,659,2018/03/09,3:30:54,Martyn Rawkesby,58590-001,Topi,,7.0,,32.0,,,Bogor - Website,Elon,Shopee Express,3.0
659,660,2018/03/09,7:40:11,Hodge Hebden,43742-0214,Oversized T-Shirt,,12.0,,11.0,,,Yogyakarta - Lazada,Jeff,SiCepat,1.0
660,661,2018/03/06,14:43:45,Dore Ferber,55714-4456,Topi,,7.0,,5.0,,,Bali - Tokopedia,Abraham,JNE,1.0
661,662,2018/03/10,5:43:02,Athena Kloisner,12462-939,Cargo Pants,,21.0,,18.0,,,Semarang - Tokopedia,Rizal,,4.0
662,663,2018/03/05,21:11:42,Mahalia Sapir,60505-2633,Sweater,,22.0,,,,,Semarang - Website,Wanokuni,Shopee Express,2.0
663,664,2018/03/18,18:51:32,Vicki Worwood,64661-091,T-Shirt,,4.0,,32.0,,,Jakarta - FB Marketplace,Mark,JNE,2.0
664,665,2018/03/14,12:46:30,Garret Misk,49288-0378,T-Shirt,,22.0,,,,,Bali - Tiktok,Wanokuni,POS Indonesia,1.0
665,666,2018/03/23,6:43:22,Michal Long,54458-965,T-Shirt,,24.0,,,,,Bali - Instagram,Nami,JNE,1.0
666,667,2018/03/26,6:44:23,Thedrick Ruscoe,37000-607,Topi,,24.0,,,,,Yogyakarta - Shopee,Wanokuni,Shopee Express,1.0
667,668,2018/03/14,2:14:25,Hewitt Swainson,0093-7155,Oversized T-Shirt,,24.0,,,,,,Elon,JNE,5.0
668,669,2018/03/28,15:44:30,Abelard Atheis,68151-2694,Mug,,9.0,,,,,Bogor - Instagram,Nami,Tiki,2.0
669,670,2018/03/26,22:12:22,Hestia Mayes,48951-7021,,,23.0,,,,,Tangerang - Lazada,Nami,SiCepat,
670,671,2018/03/29,9:19:02,Hannah Fortnam,0677-1978,Parka Jackets,,,,5.0,,,,Nami,Wahana,4.0
671,672,2018/03/01,20:56:49,Oren Earle,47682-016,T-Shirt,,23.0,,,,,Depok - Whatsapp,Elon,JNT,1.0
672,673,2018/03/01,9:09:54,Brady Abthorpe,49557-221,T-Shirt,,,,,,,Bali - Tokopedia,Abraham,Shopee Express,2.0
673,674,2018/03/05,7:13:11,Terrill Winch,56062-281,Oversized T-Shirt,,18.0,,16.0,,,Bogor - FB Marketplace,Rizal,JNT,4.0
674,675,2018/03/26,5:29:57,Jeana Adamovicz,43353-687,Cargo Pants,,18.0,,,,,Bandung - Tokopedia,Rizal,,4.0
675,676,2018/03/15,22:44:37,Martyn Rawkesby,0574-0618,T-Shirt,,24.0,,29.0,,,Jakarta - Lazada,Elon,JNE,3.0
676,677,2018/03/06,9:20:00,Ardra Selland,59428-000,T-Shirt,,24.0,,,,,Depok - Instagram,Elon,Shopee Express,5.0
677,678,2018/03/12,2:58:36,Modestine Khomishin,60793-130,Mug,,11.0,,,,,Yogyakarta - Shopee,Rizal,POS Indonesia,4.0
678,679,2018/03/16,19:20:31,Tamara Sheaf,63629-1522,Oversized T-Shirt,,25.0,,,,,Yogyakarta - Lazada,Rizal,Tiki,3.0
679,680,2018/03/06,1:41:32,Terrill Winch,59834-202,T-Shirt,,11.0,,21.0,,,Depok - Website,Jeff,Tiki,2.0
680,681,2018/03/04,22:35:02,Paton Goney,0496-0883,T-Shirt,,11.0,,13.0,,,Jakarta - Whatsapp,Rizal,Shopee Express,1.0
681,682,2018/03/20,9:20:28,Daveen Gillie,24653-270,T-Shirt,,10.0,,13.0,,,Tangerang - Tokopedia,Rizal,SiCepat,5.0
682,683,2018/03/09,5:24:00,Constantia Payley,49999-233,Topi,,10.0,,,,,Jakarta - Tokopedia,Wanokuni,,1.0
683,684,2018/03/07,8:08:35,Urson O'Hoey,42254-079,,,22.0,,13.0,,,Tangerang - FB Marketplace,Rizal,Tiki,4.0
684,685,2018/03/25,3:54:27,Reynard Chrstine,68703-056,Oversized T-Shirt,,15.0,,,,,Bali - Shopee,Rizal,JNT,3.0
685,686,2018/03/03,21:36:56,Rosie Mirrlees,66078-033,T-Shirt,,8.0,,,,,Depok - FB Marketplace,Nami,,2.0
686,687,2018/03/17,4:54:52,Bren Corkel,63868-063,Oversized T-Shirt,,5.0,,,,,Jakarta - Tokopedia,Wanokuni,,3.0
687,688,2018/03/17,7:10:18,Rosene Alliker,43063-469,T-Shirt,,23.0,,,,,Tangerang - Shopee,Jeff,JNE,5.0
688,689,2018/03/16,10:17:13,Jacinda Rawsthorne,0378-9121,Parka Jackets,,15.0,,,,,Semarang - FB Marketplace,Jeff,,4.0
689,690,2018/03/07,19:28:42,Genevieve Burgin,24236-248,,,15.0,,15.0,,,Tangerang - Whatsapp,Mark,JNE,3.0
690,691,2018/03/13,14:37:20,Lyman Caroli,57520-0320,Topi,,9.0,,20.0,,,Tangerang - Whatsapp,Mark,JNT,1.0
691,692,2018/03/18,18:11:30,Fayre Mancer,10096-0296,Oversized T-Shirt,,24.0,,,,,Bandung - Lazada,Elon,SiCepat,4.0
692,693,2018/03/12,17:08:37,Verney Jacobovitz,50114-1072,T-Shirt,,19.0,,,,,Tangerang - Whatsapp,Mark,Shopee Express,
693,694,2018/03/10,19:35:38,Myrtle Albertson,52959-305,Mug,,12.0,,30.0,,,Bogor - Website,Mark,JNT,5.0
694,695,2018/03/11,23:02:04,Pacorro Kervin,43742-0161,Mug,,6.0,,,,,Tangerang - Shopee,Elon,JNE,5.0
695,696,2018/03/20,11:11:22,Ronny Lovemore,36987-1143,Parka Jackets,,18.0,,,,,Yogyakarta - Instagram,Wanokuni,JNE,2.0
696,697,2018/03/03,1:22:49,Donavon Didball,55754-123,Sweater,,9.0,,26.0,,,Bogor - Website,Nami,,3.0
697,698,2018/03/20,21:52:30,Jo-anne Reneke,68745-1091,T-Shirt,,15.0,,19.0,,,Depok - Tokopedia,Mark,Wahana,5.0
698,699,2018/03/09,1:18:18,Brand Lotwich,46122-198,Oversized T-Shirt,,4.0,,,,,Bandung - FB Marketplace,Jeff,JNT,2.0
699,700,2018/03/02,17:08:01,Kat Limmer,16714-271,Oversized T-Shirt,,17.0,,6.0,,,Semarang - FB Marketplace,Mark,POS Indonesia,3.0
700,701,2018/03/20,2:06:32,Tessy Meikle,41163-693,Parka Jackets,,24.0,,,,,Jakarta - Instagram,Nami,JNT,5.0
701,702,2018/03/01,17:14:38,Weston Tedorenko,30142-272,Cargo Pants,,16.0,,13.0,,,Depok - Instagram,Abraham,SiCepat,3.0
702,703,2018/03/30,16:12:58,Travus Rodbourne,0378-0150,Oversized T-Shirt,,22.0,,,,,Bali - Tokopedia,Elon,POS Indonesia,
703,704,2018/03/09,1:12:35,Abbey Tomney,33992-5111,Sweater,,6.0,,,,,Tangerang - Tokopedia,Elon,SiCepat,3.0
704,705,2018/03/01,7:35:10,Dorothy McAlarney,49349-825,Cargo Pants,,15.0,,,,,Bandung - FB Marketplace,Nami,Shopee Express,2.0
705,706,2018/03/28,23:37:52,Martyn Rawkesby,48951-9159,Oversized T-Shirt,,2.0,,,,,Jakarta - Whatsapp,Jeff,Wahana,5.0
706,707,2018/03/05,18:46:49,Pryce Gronaller,0187-5144,Oversized T-Shirt,,12.0,,,,,Bogor - Website,Mark,,5.0
707,708,2018/03/03,7:20:11,Pris Sindall,59115-048,T-Shirt,,17.0,,,,,Yogyakarta - Shopee,Nami,POS Indonesia,3.0
708,709,2018/03/01,17:13:46,Berkley Howick,48951-7047,Oversized T-Shirt,,12.0,,,,,Tangerang - Whatsapp,Mark,,3.0
709,710,2018/03/29,10:51:45,Bree Nund,0615-5538,Oversized T-Shirt,,6.0,,21.0,,,,Jeff,JNT,4.0
710,711,2018/03/07,4:00:08,Vanya Stut,0228-3502,Parka Jackets,,10.0,,,,,Bandung - Instagram,Nami,Tiki,2.0
711,712,2018/03/14,3:49:36,Jena Ville,58118-0405,,,14.0,,31.0,,,,Nami,JNE,1.0
712,713,2018/03/25,22:00:05,Erwin Morratt,25021-814,Sweater,,20.0,,,,,Depok - Shopee,Abraham,Shopee Express,1.0
713,714,2018/03/10,11:01:49,Kippy Anchor,49967-475,T-Shirt,,12.0,,,,,Bogor - Lazada,Rizal,Shopee Express,4.0
714,715,2018/03/19,3:22:34,Nikoletta Dugue,0186-4050,T-Shirt,,21.0,,24.0,,,Yogyakarta - Shopee,Nami,Shopee Express,4.0
715,716,2018/03/16,21:33:22,Melva Pohls,37808-678,T-Shirt,,13.0,,,,,Yogyakarta - FB Marketplace,Abraham,JNT,2.0
716,717,2018/03/13,6:23:24,Joellen Corzor,10742-8152,T-Shirt,,21.0,,,,,Bali - Tiktok,Nami,JNT,5.0
717,718,2018/03/17,13:42:53,Astra Inkin,36987-1317,Mug,,12.0,,,,,Bogor - Tokopedia,Jeff,Wahana,3.0
718,719,2018/03/02,19:03:59,Aindrea Boyson,0378-6046,T-Shirt,,9.0,,,,,Depok - Whatsapp,Rizal,Shopee Express,2.0
719,720,2018/03/28,11:53:18,Brady Abthorpe,53808-0828,Oversized T-Shirt,,15.0,,,,,Depok - FB Marketplace,Wanokuni,POS Indonesia,1.0
720,721,2018/03/09,18:13:16,Adora Carty,11523-7143,Mug,,19.0,,10.0,,,Yogyakarta - Tiktok,Rizal,JNE,5.0
721,722,2018/03/02,2:27:00,Jonis Breche,33261-797,Cargo Pants,,,,,,,Semarang - Tokopedia,Wanokuni,JNE,5.0
722,723,2018/03/17,20:50:47,Eustace Gay,41520-179,Mug,,10.0,,27.0,,,Depok - Tiktok,Nami,Shopee Express,3.0
723,724,2018/03/16,10:13:13,Wallie Lorrain,56062-706,Topi,,17.0,,,,,Tangerang - Whatsapp,Wanokuni,Wahana,5.0
724,725,2018/03/15,5:17:38,Nolan Redley,52920-122,Oversized T-Shirt,,9.0,,,,,Depok - Shopee,Rizal,JNE,4.0
725,726,2018/03/10,6:13:14,Kinny Winks,10237-707,Parka Jackets,,21.0,,17.0,,,Yogyakarta - Tokopedia,Abraham,Wahana,3.0
726,727,2018/03/30,1:46:37,Mikey Kless,52125-307,T-Shirt,,8.0,,,,,Tangerang - Shopee,Wanokuni,Wahana,1.0
727,728,2018/03/30,4:27:35,Borg Drance,59310-202,Oversized T-Shirt,,8.0,,28.0,,,,Wanokuni,POS Indonesia,4.0
728,729,2018/03/12,3:44:58,Elyse Squibe,25021-129,Mug,,13.0,,9.0,,,Bandung - FB Marketplace,Jeff,SiCepat,2.0
729,730,2018/03/01,23:41:45,Gerek Savell,55154-2366,Mug,,10.0,,,,,Bali - Lazada,Rizal,JNT,1.0
730,731,2018/03/13,13:39:56,Nollie Isenor,43353-903,Oversized T-Shirt,,11.0,,,,,Bandung - Whatsapp,Nami,Wahana,4.0
731,732,2018/03/29,18:16:19,Clive Witherdon,59667-0010,T-Shirt,,3.0,,,,,,Rizal,JNE,2.0
732,733,2018/03/29,11:43:41,Mead Jorat,54868-1462,Parka Jackets,,,,9.0,,,Jakarta - Lazada,Jeff,Shopee Express,3.0
733,734,2018/03/21,18:13:47,Bernardina Gemlbett,54868-3857,Mug,,23.0,,,,,Bandung - Shopee,Wanokuni,POS Indonesia,1.0
734,735,2018/03/11,9:37:11,Bendite Wilhelmy,63824-412,T-Shirt,,19.0,,,,,Jakarta - Tokopedia,Nami,Shopee Express,4.0
735,736,2018/03/24,10:59:35,Nerita McLay,55154-6027,Cargo Pants,,10.0,,,,,Yogyakarta - Instagram,Mark,Wahana,4.0
736,737,2018/03/10,19:26:22,Novelia Gilders,68180-402,Mug,,19.0,,14.0,,,Jakarta - Lazada,Elon,JNT,4.0
737,738,2018/03/10,5:00:59,Lek Benet,61589-3813,T-Shirt,,22.0,,,,,Bali - Whatsapp,Abraham,JNT,4.0
738,739,2018/03/30,13:02:28,Shanie Persian,37012-657,Sweater,,5.0,,11.0,,,Depok - Tokopedia,Mark,POS Indonesia,1.0
739,740,2018/03/25,18:50:20,Jami Heigl,10191-1765,Sweater,,16.0,,,,,Yogyakarta - Website,Nami,SiCepat,4.0
740,741,2018/03/07,6:23:14,Astra Inkin,21695-307,Cargo Pants,,20.0,,,,,,Rizal,JNE,
741,742,2018/03/23,9:39:05,Reece Tetley,54868-6071,Mug,,22.0,,12.0,,,,Nami,JNT,4.0
742,743,2018/03/03,16:40:34,Claiborn Rickard,41250-926,Parka Jackets,,19.0,,13.0,,,Bandung - Whatsapp,Mark,POS Indonesia,4.0
743,744,2018/03/02,23:26:23,Marysa O'Currine,52584-018,Cargo Pants,,10.0,,,,,Yogyakarta - Tiktok,Wanokuni,POS Indonesia,2.0
744,745,2018/03/05,18:10:31,Romonda Billion,53808-0672,Oversized T-Shirt,,22.0,,26.0,,,Depok - Whatsapp,Mark,JNT,3.0
745,746,2018/03/14,13:04:22,Gracia Sanday,49643-311,,,24.0,,21.0,,,Depok - Shopee,Mark,Tiki,2.0
746,747,2018/03/24,8:55:39,Silas Ghidini,36987-1544,Sweater,,10.0,,29.0,,,Tangerang - Instagram,Wanokuni,JNE,3.0
747,748,2018/03/30,20:33:52,Bernardina Gemlbett,57337-058,Cargo Pants,,,,13.0,,,Depok - FB Marketplace,Mark,POS Indonesia,2.0
748,749,2018/03/05,14:12:42,Erminia Gavaghan,59970-171,Oversized T-Shirt,,2.0,,14.0,,,Bogor - Shopee,Nami,JNT,4.0
749,750,2018/03/24,10:22:08,Lanny Cunnington,10578-003,Parka Jackets,,14.0,,13.0,,,Jakarta - Lazada,Wanokuni,JNE,3.0
750,751,2018/03/08,23:53:27,Corrie Gong,53808-0851,Oversized T-Shirt,,6.0,,20.0,,,Tangerang - FB Marketplace,Wanokuni,Wahana,1.0
751,752,2018/03/04,7:37:15,Lea Uzelli,68327-004,Mug,,24.0,,22.0,,,Bogor - Lazada,Jeff,Tiki,1.0
752,753,2018/03/18,2:30:02,Flory Humm,10812-954,Cargo Pants,,19.0,,,,,Depok - Lazada,Abraham,Shopee Express,4.0
